HMSL Small Mol HMS LINCS ID,HMSL Small Mol Name,Gene ID,Binding Class,HUGO Gene Symbol
10004-102,AT-7519,818,10,CAMK2G
10004-999,AT-7519,818,10,CAMK2G
10008-101,Sorafenib,818,10,CAMK2G
10008-104,Sorafenib,818,10,CAMK2G
10008-999,Sorafenib,818,10,CAMK2G
10010-101,CP724714,818,10,CAMK2G
10011-101,Alvocidib,818,3,CAMK2G
10011-999,Alvocidib,818,3,CAMK2G
10012-101,GSK429286A,818,10,CAMK2G
10013-101,GSK461364,818,3,CAMK2G
10013-999,GSK461364,818,3,CAMK2G
10014-101,GW843682X,818,3,CAMK2G
10015-101,HG-5-113-01,818,10,CAMK2G
10016-101,HG-5-88-01,818,10,CAMK2G
10017-101,HG-6-64-01,818,10,CAMK2G
10018-101,Neratinib,818,10,CAMK2G
10018-999,Neratinib,818,10,CAMK2G
10019-101,JW-7-24-1,818,10,CAMK2G
10020-101,Dasatinib,818,10,CAMK2G
10020-999,Dasatinib,818,10,CAMK2G
10021-101,Tozasertib,818,10,CAMK2G
10021-999,Tozasertib,818,10,CAMK2G
10023-103,Imatinib,818,10,CAMK2G
10023-999,Imatinib,818,10,CAMK2G
10024-101,NVP-TAE684,818,2,CAMK2G
10024-999,NVP-TAE684,818,2,CAMK2G
10025-101,CGP60474,818,10,CAMK2G
10026-101,PD173074,818,10,CAMK2G
10027-101,Crizotinib,818,10,CAMK2G
10027-999,Crizotinib,818,10,CAMK2G
10028-102,BMS345541,818,10,CAMK2G
10028-999,BMS345541,818,10,CAMK2G
10035-101,Sigma A6730,818,10,CAMK2G
10035-109,Sigma A6730,818,10,CAMK2G
10036-101,SB 239063,818,3,CAMK2G
10037-101,AC220,818,10,CAMK2G
10037-999,AC220,818,10,CAMK2G
10038-101,WH-4-023,818,10,CAMK2G
10039-101,WH-4-025,818,10,CAMK2G
10040-101,R406,818,2,CAMK2G
10040-999,R406,818,2,CAMK2G
10041-101,BI-2536,818,3,CAMK2G
10041-999,BI-2536,818,3,CAMK2G
10042-101,Motesanib,818,10,CAMK2G
10042-999,Motesanib,818,10,CAMK2G
10043-101,KIN001-127,818,10,CAMK2G
10046-101,SB590885,818,10,CAMK2G
10047-101,Pictilisib,818,10,CAMK2G
10047-999,Pictilisib,818,10,CAMK2G
10048-101,PD184352,818,10,CAMK2G
10048-999,PD184352,818,10,CAMK2G
10049-101,PLX-4720,818,10,CAMK2G
10049-999,PLX-4720,818,10,CAMK2G
10050-101,AZ-628,818,10,CAMK2G
10051-104,Lapatinib,818,10,CAMK2G
10051-999,Lapatinib,818,10,CAMK2G
10053-101,ZSTK474,818,10,CAMK2G
10056-101,Selumetinib,818,10,CAMK2G
10056-999,Selumetinib,818,10,CAMK2G
10058-101,CG-930,818,10,CAMK2G
10059-101,AZD-6482,818,10,CAMK2G
10060-101,TAK-715,818,3,CAMK2G
10061-101,NU7441,818,10,CAMK2G
10064-101,WYE-125132,818,10,CAMK2G
10066-101,MLN8054,818,10,CAMK2G
10066-999,MLN8054,818,10,CAMK2G
10067-101,Barasertib,818,10,CAMK2G
10067-999,Barasertib,818,10,CAMK2G
10068-101,Vemurafenib,818,10,CAMK2G
10069-101,Enzastaurin,818,10,CAMK2G
10069-999,Enzastaurin,818,10,CAMK2G
10072-101,PF562271,818,3,CAMK2G
10073-101,PHA-793887,818,10,CAMK2G
10076-101,QL-XI-92,818,10,CAMK2G
10079-101,Torin1,818,10,CAMK2G
10080-101,Torin2,818,10,CAMK2G
10082-101,WZ-4-145,818,10,CAMK2G
10083-101,WZ-7043,818,10,CAMK2G
10084-101,WZ3105,818,10,CAMK2G
10085-101,WZ4002,818,10,CAMK2G
10087-101,XMD11-85h,818,10,CAMK2G
10088-101,XMD13-2,818,10,CAMK2G
10092-101,JWE-035,818,10,CAMK2G
10094-101,XMD8-92,818,10,CAMK2G
10095-101,ZG-10,818,10,CAMK2G
10096-101,ZM-447439,818,10,CAMK2G
10097-101,Erlotinib,818,10,CAMK2G
10097-102,Erlotinib,818,10,CAMK2G
10097-999,Erlotinib,818,10,CAMK2G
10098-101,Gefitinib,818,3,CAMK2G
10098-999,Gefitinib,818,3,CAMK2G
10099-101,Nilotinib,818,10,CAMK2G
10099-999,Nilotinib,818,10,CAMK2G
10101-101,PD0325901,818,10,CAMK2G
10103-101,Staurosporine,818,1,CAMK2G
10103-999,Staurosporine,818,1,CAMK2G
10104-101,RO-3306,818,10,CAMK2G
10105-101,MPS-1-IN-1,818,10,CAMK2G
10106-101,XMD-12,818,10,CAMK2G
10114-101,Pazopanib,818,10,CAMK2G
10114-102,Pazopanib,818,10,CAMK2G
10114-999,Pazopanib,818,10,CAMK2G
10120-102,Canertinib,818,10,CAMK2G
10120-999,Canertinib,818,10,CAMK2G
10123-101,SGX523,818,10,CAMK2G
10123-999,SGX523,818,10,CAMK2G
10125-101,PHA-665752,818,3,CAMK2G
10125-999,PHA-665752,818,3,CAMK2G
10126-101,PI103,818,10,CAMK2G
10126-102,PI103,818,10,CAMK2G
10126-999,PI103,818,10,CAMK2G
10128-101,GSK 690693,818,10,CAMK2G
10128-999,GSK 690693,818,10,CAMK2G
10130-101,Masitinib,818,10,CAMK2G
10130-999,Masitinib,818,10,CAMK2G
10132-101,SNS-032,818,10,CAMK2G
10132-999,SNS-032,818,10,CAMK2G
10133-101,Afatinib,818,10,CAMK2G
10133-999,Afatinib,818,10,CAMK2G
10135-101,Linsitinib,818,3,CAMK2G
10138-101,Ruxolitinib,818,2,CAMK2G
10138-105,Ruxolitinib,818,2,CAMK2G
10138-999,Ruxolitinib,818,2,CAMK2G
10141-101,Fedratinib,818,2,CAMK2G
10141-999,Fedratinib,818,2,CAMK2G
10146-101,Omipalisib,818,10,CAMK2G
10151-101,Nintedanib,818,10,CAMK2G
10151-999,Nintedanib,818,10,CAMK2G
10157-101,Foretinib,818,10,CAMK2G
10157-999,Foretinib,818,10,CAMK2G
10159-101,Pelitinib,818,10,CAMK2G
10162-101,SP600125,818,10,CAMK2G
10166-101,BAY61-3606,818,3,CAMK2G
10166-107,BAY61-3606,818,3,CAMK2G
10167-101,SB 203580,818,10,CAMK2G
10167-999,SB 203580,818,10,CAMK2G
10168-101,VX-745,818,10,CAMK2G
10168-999,VX-745,818,10,CAMK2G
10169-101,Doramapimod,818,10,CAMK2G
10169-999,Doramapimod,818,10,CAMK2G
10171-101,TGX221,818,10,CAMK2G
10175-101,Sunitinib,818,2,CAMK2G
10175-106,Sunitinib,818,2,CAMK2G
10175-999,Sunitinib,818,2,CAMK2G
10176-101,Y-27632,818,3,CAMK2G
10177-101,Brivanib,818,10,CAMK2G
10177-999,Brivanib,818,10,CAMK2G
10180-101,CHIR-99021,818,3,CAMK2G
10181-101,GDC-0879,818,10,CAMK2G
10181-999,GDC-0879,818,10,CAMK2G
10182-101,Linifanib,818,10,CAMK2G
10182-999,Linifanib,818,10,CAMK2G
10189-101,Bosutinib,818,3,CAMK2G
10189-999,Bosutinib,818,3,CAMK2G
10192-101,KW2449,818,10,CAMK2G
10192-999,KW2449,818,10,CAMK2G
10198-101,Vandetanib,818,10,CAMK2G
10198-999,Vandetanib,818,10,CAMK2G
10206-101,RAF 265,818,10,CAMK2G
10206-999,RAF 265,818,10,CAMK2G
10207-101,NVP-TAE226,818,2,CAMK2G
10208-101,JNK-IN-5A,818,10,CAMK2G
10209-101,BMS-536924,818,10,CAMK2G
10212-101,KIN001-021,818,10,CAMK2G
10213-101,KIN001-111,818,10,CAMK2G
10214-101,KIN001-123,818,10,CAMK2G
10216-101,KN-93,818,2,CAMK2G
10220-101,PKC412,818,2,CAMK2G
10220-999,PKC412,818,2,CAMK2G
10223-101,AG1478,818,10,CAMK2G
10226-101,Tofacitinib,818,10,CAMK2G
10226-108,Tofacitinib,818,10,CAMK2G
10226-999,Tofacitinib,818,10,CAMK2G
10229-101,KU63794,818,10,CAMK2G
10230-101,Lestaurtinib,818,1,CAMK2G
10230-999,Lestaurtinib,818,1,CAMK2G
10232-101,Dactolisib,818,10,CAMK2G
10233-101,Alpelisib,818,10,CAMK2G
10255-101,GSK1838705A,818,10,CAMK2G
10255-999,GSK1838705A,818,10,CAMK2G
10284-101,Dabrafenib,818,10,CAMK2G
10285-101,PHA-767491,818,3,CAMK2G
10286-102,BS-181,818,10,CAMK2G
10287-101,Dinaciclib,818,10,CAMK2G
10340-101,HG-9-91-01,818,10,CAMK2G
10350-101,(s)-CR8,818,10,CAMK2G
10355-101,CGP74514A,818,10,CAMK2G
10356-101,5z-7-oxozeaenol,818,10,CAMK2G
10363-101,JNK-IN-8,818,10,CAMK2G
10378-101,LY2090314,818,10,CAMK2G
10391-101,Alisertib,818,3,CAMK2G
10401-101,GW2580,818,10,CAMK2G
10405-101,PP1,818,3,CAMK2G
10408-101,Sotrastaurin,818,1,CAMK2G
10412-101,KN62,818,2,CAMK2G
10441-101,SB202190,818,10,CAMK2G
10443-101,Axitinib,818,3,CAMK2G
10444-101,Cediranib,818,3,CAMK2G
10445-101,Taselisib,818,10,CAMK2G
10454-101,Staurosporine aglycone,818,2,CAMK2G
10248-101,Doxorubicin,834,10,CASP1
10248-102,Doxorubicin,834,10,CASP1
10250-101,Etoposide,836,10,CASP3
10250-999,Etoposide,836,10,CASP3
10211-101,Go-6983,861,10,RUNX1
10219-101,U-0126,861,10,RUNX1
10264-101,Methotrexate,861,10,RUNX1
10264-999,Methotrexate,861,10,RUNX1
10266-101,NSC 663284,861,10,RUNX1
10271-101,PD 98059,861,10,RUNX1
10318-101,Resveratrol,861,10,RUNX1
10343-101,Baicalein,861,10,RUNX1
10359-101,CGK733,861,10,RUNX1
10407-103,RO 31-8220,861,10,RUNX1
10461-101,Bohemine,861,10,RUNX1
10504-111,Chk2 inhibitor II,861,10,RUNX1
10514-102,PS-1145,861,10,RUNX1
10211-101,Go-6983,865,10,CBFB
10219-101,U-0126,865,10,CBFB
10264-101,Methotrexate,865,10,CBFB
10264-999,Methotrexate,865,10,CBFB
10266-101,NSC 663284,865,10,CBFB
10271-101,PD 98059,865,10,CBFB
10318-101,Resveratrol,865,10,CBFB
10343-101,Baicalein,865,10,CBFB
10359-101,CGK733,865,10,CBFB
10407-103,RO 31-8220,865,10,CBFB
10461-101,Bohemine,865,10,CBFB
10504-111,Chk2 inhibitor II,865,10,CBFB
10514-102,PS-1145,865,10,CBFB
10001-101,Seliciclib,890,2,CCNA2
10004-101,AT-7519,890,1,CCNA2
10004-102,AT-7519,890,1,CCNA2
10004-999,AT-7519,890,1,CCNA2
10011-101,Alvocidib,890,2,CCNA2
10011-999,Alvocidib,890,2,CCNA2
10071-101,Palbociclib,890,3,CCNA2
10071-102,Palbociclib,890,3,CCNA2
10073-101,PHA-793887,890,1,CCNA2
10103-101,Staurosporine,890,1,CCNA2
10103-999,Staurosporine,890,1,CCNA2
10158-101,AZD 5438,890,1,CCNA2
10160-101,SB 216763,890,2,CCNA2
10169-101,Doramapimod,890,10,CCNA2
10169-999,Doramapimod,890,10,CCNA2
10251-112,Fascaplysin,890,10,CCNA2
10267-101,NU6102,890,1,CCNA2
10273-101,Purvalanol A,890,1,CCNA2
10380-101,NMS-1286937,890,10,CCNA2
10381-101,Pacritinib,890,3,CCNA2
10408-101,Sotrastaurin,890,3,CCNA2
10409-101,TAK-632,890,2,CCNA2
10001-101,Seliciclib,891,2,CCNB1
10004-101,AT-7519,891,2,CCNB1
10004-102,AT-7519,891,2,CCNB1
10004-999,AT-7519,891,2,CCNB1
10011-101,Alvocidib,891,1,CCNB1
10011-999,Alvocidib,891,1,CCNB1
10030-101,KIN001-042,891,10,CCNB1
10073-101,PHA-793887,891,1,CCNB1
10103-101,Staurosporine,891,1,CCNB1
10103-999,Staurosporine,891,1,CCNB1
10132-101,SNS-032,891,2,CCNB1
10132-999,SNS-032,891,2,CCNB1
10158-101,AZD 5438,891,1,CCNB1
10160-101,SB 216763,891,2,CCNB1
10169-101,Doramapimod,891,10,CCNB1
10169-999,Doramapimod,891,10,CCNB1
10180-101,CHIR-99021,891,3,CCNB1
10212-101,KIN001-021,891,10,CCNB1
10251-112,Fascaplysin,891,10,CCNB1
10267-101,NU6102,891,2,CCNB1
10273-101,Purvalanol A,891,1,CCNB1
10344-101,Olomoucine II,891,1,CCNB1
10380-101,NMS-1286937,891,10,CCNB1
10409-101,TAK-632,891,2,CCNB1
10461-101,Bohemine,891,3,CCNB1
10011-101,Alvocidib,894,2,CCND2
10011-999,Alvocidib,894,2,CCND2
10071-101,Palbociclib,894,1,CCND2
10071-102,Palbociclib,894,1,CCND2
10132-101,SNS-032,894,2,CCND2
10132-999,SNS-032,894,2,CCND2
10251-112,Fascaplysin,894,10,CCND2
10004-101,AT-7519,896,2,CCND3
10004-102,AT-7519,896,2,CCND3
10004-999,AT-7519,896,2,CCND3
10011-101,Alvocidib,896,2,CCND3
10011-999,Alvocidib,896,2,CCND3
10071-101,Palbociclib,896,1,CCND3
10071-102,Palbociclib,896,1,CCND3
10132-101,SNS-032,896,2,CCND3
10132-999,SNS-032,896,2,CCND3
10158-101,AZD 5438,896,1,CCND3
10251-112,Fascaplysin,896,10,CCND3
10001-101,Seliciclib,898,2,CCNE1
10011-101,Alvocidib,898,2,CCNE1
10011-999,Alvocidib,898,2,CCNE1
10023-103,Imatinib,898,10,CCNE1
10023-999,Imatinib,898,10,CCNE1
10073-101,PHA-793887,898,1,CCNE1
10103-101,Staurosporine,898,1,CCNE1
10103-999,Staurosporine,898,1,CCNE1
10119-101,SU11274,898,2,CCNE1
10132-101,SNS-032,898,1,CCNE1
10132-999,SNS-032,898,1,CCNE1
10158-101,AZD 5438,898,1,CCNE1
10169-101,Doramapimod,898,10,CCNE1
10169-999,Doramapimod,898,10,CCNE1
10212-101,KIN001-021,898,10,CCNE1
10251-112,Fascaplysin,898,10,CCNE1
10267-101,NU6102,898,1,CCNE1
10273-101,Purvalanol A,898,1,CCNE1
10290-101,BMS-754807,898,3,CCNE1
10380-101,NMS-1286937,898,10,CCNE1
10454-101,Staurosporine aglycone,898,3,CCNE1
10001-101,Seliciclib,902,2,CCNH
10011-101,Alvocidib,902,2,CCNH
10011-999,Alvocidib,902,2,CCNH
10073-101,PHA-793887,902,1,CCNH
10103-101,Staurosporine,902,2,CCNH
10103-999,Staurosporine,902,2,CCNH
10286-102,BS-181,902,1,CCNH
10001-101,Seliciclib,904,2,CCNT1
10011-101,Alvocidib,904,1,CCNT1
10011-999,Alvocidib,904,1,CCNT1
10073-101,PHA-793887,904,2,CCNT1
10103-101,Staurosporine,904,1,CCNT1
10103-999,Staurosporine,904,1,CCNT1
10158-101,AZD 5438,904,1,CCNT1
10169-101,Doramapimod,904,10,CCNT1
10169-999,Doramapimod,904,10,CCNT1
10344-101,Olomoucine II,904,2,CCNT1
10316-101,Selisistat,952,10,CD38
10318-101,Resveratrol,952,10,CD38
10001-101,Seliciclib,983,2,CDK1
10004-101,AT-7519,983,2,CDK1
10004-102,AT-7519,983,2,CDK1
10004-999,AT-7519,983,2,CDK1
10008-101,Sorafenib,983,3,CDK1
10008-104,Sorafenib,983,3,CDK1
10008-999,Sorafenib,983,3,CDK1
10011-101,Alvocidib,983,1,CDK1
10011-999,Alvocidib,983,1,CDK1
10014-101,GW843682X,983,3,CDK1
10020-101,Dasatinib,983,3,CDK1
10020-999,Dasatinib,983,3,CDK1
10021-101,Tozasertib,983,3,CDK1
10021-999,Tozasertib,983,3,CDK1
10023-103,Imatinib,983,3,CDK1
10023-999,Imatinib,983,3,CDK1
10024-101,NVP-TAE684,983,2,CDK1
10024-999,NVP-TAE684,983,2,CDK1
10025-101,CGP60474,983,1,CDK1
10027-101,Crizotinib,983,10,CDK1
10027-999,Crizotinib,983,10,CDK1
10028-102,BMS345541,983,3,CDK1
10028-999,BMS345541,983,3,CDK1
10030-101,KIN001-042,983,10,CDK1
10036-101,SB 239063,983,3,CDK1
10040-101,R406,983,2,CDK1
10040-999,R406,983,2,CDK1
10051-104,Lapatinib,983,3,CDK1
10051-999,Lapatinib,983,3,CDK1
10060-101,TAK-715,983,3,CDK1
10066-101,MLN8054,983,10,CDK1
10066-999,MLN8054,983,10,CDK1
10067-101,Barasertib,983,3,CDK1
10067-999,Barasertib,983,3,CDK1
10072-101,PF562271,983,1,CDK1
10073-101,PHA-793887,983,1,CDK1
10079-101,Torin1,983,10,CDK1
10080-101,Torin2,983,10,CDK1
10096-101,ZM-447439,983,10,CDK1
10097-101,Erlotinib,983,3,CDK1
10097-102,Erlotinib,983,3,CDK1
10097-999,Erlotinib,983,3,CDK1
10098-101,Gefitinib,983,3,CDK1
10098-999,Gefitinib,983,3,CDK1
10103-101,Staurosporine,983,1,CDK1
10103-999,Staurosporine,983,1,CDK1
10104-101,RO-3306,983,1,CDK1
10126-101,PI103,983,3,CDK1
10126-102,PI103,983,3,CDK1
10126-999,PI103,983,3,CDK1
10132-101,SNS-032,983,2,CDK1
10132-999,SNS-032,983,2,CDK1
10135-101,Linsitinib,983,3,CDK1
10151-101,Nintedanib,983,10,CDK1
10151-999,Nintedanib,983,10,CDK1
10158-101,AZD 5438,983,1,CDK1
10160-101,SB 216763,983,2,CDK1
10166-101,BAY61-3606,983,2,CDK1
10166-107,BAY61-3606,983,2,CDK1
10167-101,SB 203580,983,3,CDK1
10167-999,SB 203580,983,3,CDK1
10169-101,Doramapimod,983,10,CDK1
10169-999,Doramapimod,983,10,CDK1
10175-101,Sunitinib,983,3,CDK1
10175-106,Sunitinib,983,3,CDK1
10175-999,Sunitinib,983,3,CDK1
10176-101,Y-27632,983,3,CDK1
10180-101,CHIR-99021,983,3,CDK1
10182-101,Linifanib,983,3,CDK1
10182-999,Linifanib,983,3,CDK1
10198-101,Vandetanib,983,10,CDK1
10198-999,Vandetanib,983,10,CDK1
10199-101,PF 573228,983,2,CDK1
10201-101,CH5424802,983,10,CDK1
10207-101,NVP-TAE226,983,2,CDK1
10210-101,Go 6976,983,1,CDK1
10212-101,KIN001-021,983,10,CDK1
10213-101,KIN001-111,983,3,CDK1
10251-112,Fascaplysin,983,10,CDK1
10267-101,NU6102,983,1,CDK1
10273-101,Purvalanol A,983,1,CDK1
10285-101,PHA-767491,983,2,CDK1
10287-101,Dinaciclib,983,2,CDK1
10298-101,LFM-A13/DDE-28,983,10,CDK1
10304-105,Rucaparib,983,3,CDK1
10343-101,Baicalein,983,3,CDK1
10344-101,Olomoucine II,983,1,CDK1
10350-101,(s)-CR8,983,2,CDK1
10355-101,CGP74514A,983,1,CDK1
10378-101,LY2090314,983,2,CDK1
10380-101,NMS-1286937,983,10,CDK1
10391-101,Alisertib,983,3,CDK1
10405-101,PP1,983,3,CDK1
10408-101,Sotrastaurin,983,3,CDK1
10409-101,TAK-632,983,2,CDK1
10443-101,Axitinib,983,3,CDK1
10444-101,Cediranib,983,3,CDK1
10448-102,Riviciclib,983,2,CDK1
10453-101,URMC-099,983,3,CDK1
10455-101,IP6K/IP3K inhibitor,983,10,CDK1
10461-101,Bohemine,983,3,CDK1
10463-101,GTPL5944,983,2,CDK1
10467-101,JNJ-10198409,983,10,CDK1
10468-101,RGB-286147,983,2,CDK1
10001-101,Seliciclib,984,10,CDK11B
10002-101,ALW-II-38-3,984,10,CDK11B
10003-101,ALW-II-49-7,984,10,CDK11B
10004-101,AT-7519,984,1,CDK11B
10004-102,AT-7519,984,1,CDK11B
10004-999,AT-7519,984,1,CDK11B
10006-101,AZD7762,984,10,CDK11B
10008-101,Sorafenib,984,10,CDK11B
10008-104,Sorafenib,984,10,CDK11B
10008-999,Sorafenib,984,10,CDK11B
10009-101,CP466722,984,10,CDK11B
10010-101,CP724714,984,10,CDK11B
10011-101,Alvocidib,984,10,CDK11B
10011-999,Alvocidib,984,10,CDK11B
10012-101,GSK429286A,984,10,CDK11B
10013-101,GSK461364,984,10,CDK11B
10013-999,GSK461364,984,10,CDK11B
10014-101,GW843682X,984,10,CDK11B
10015-101,HG-5-113-01,984,10,CDK11B
10016-101,HG-5-88-01,984,10,CDK11B
10017-101,HG-6-64-01,984,10,CDK11B
10018-101,Neratinib,984,10,CDK11B
10018-999,Neratinib,984,10,CDK11B
10019-101,JW-7-24-1,984,10,CDK11B
10020-101,Dasatinib,984,10,CDK11B
10020-999,Dasatinib,984,10,CDK11B
10021-101,Tozasertib,984,2,CDK11B
10021-999,Tozasertib,984,2,CDK11B
10023-103,Imatinib,984,10,CDK11B
10023-999,Imatinib,984,10,CDK11B
10024-101,NVP-TAE684,984,10,CDK11B
10024-999,NVP-TAE684,984,10,CDK11B
10025-101,CGP60474,984,10,CDK11B
10026-101,PD173074,984,10,CDK11B
10027-101,Crizotinib,984,2,CDK11B
10027-999,Crizotinib,984,2,CDK11B
10028-102,BMS345541,984,2,CDK11B
10028-999,BMS345541,984,2,CDK11B
10029-101,GW-5074,984,10,CDK11B
10035-101,Sigma A6730,984,10,CDK11B
10035-109,Sigma A6730,984,10,CDK11B
10037-101,AC220,984,10,CDK11B
10037-999,AC220,984,10,CDK11B
10040-101,R406,984,10,CDK11B
10040-999,R406,984,10,CDK11B
10041-101,BI-2536,984,10,CDK11B
10041-999,BI-2536,984,10,CDK11B
10042-101,Motesanib,984,10,CDK11B
10042-999,Motesanib,984,10,CDK11B
10043-101,KIN001-127,984,10,CDK11B
10045-101,A443654,984,10,CDK11B
10046-101,SB590885,984,10,CDK11B
10047-101,Pictilisib,984,10,CDK11B
10047-999,Pictilisib,984,10,CDK11B
10048-101,PD184352,984,10,CDK11B
10048-999,PD184352,984,10,CDK11B
10049-101,PLX-4720,984,10,CDK11B
10049-999,PLX-4720,984,10,CDK11B
10051-104,Lapatinib,984,10,CDK11B
10051-999,Lapatinib,984,10,CDK11B
10053-101,ZSTK474,984,10,CDK11B
10056-101,Selumetinib,984,10,CDK11B
10056-999,Selumetinib,984,10,CDK11B
10058-101,CG-930,984,10,CDK11B
10059-101,AZD-6482,984,10,CDK11B
10060-101,TAK-715,984,10,CDK11B
10061-101,NU7441,984,10,CDK11B
10064-101,WYE-125132,984,10,CDK11B
10065-101,KIN001-220,984,10,CDK11B
10066-101,MLN8054,984,10,CDK11B
10066-999,MLN8054,984,10,CDK11B
10067-101,Barasertib,984,3,CDK11B
10067-999,Barasertib,984,3,CDK11B
10068-101,Vemurafenib,984,10,CDK11B
10069-101,Enzastaurin,984,10,CDK11B
10069-999,Enzastaurin,984,10,CDK11B
10070-101,NPK76-II-72-1,984,10,CDK11B
10071-101,Palbociclib,984,10,CDK11B
10071-102,Palbociclib,984,10,CDK11B
10073-101,PHA-793887,984,10,CDK11B
10075-101,QL-X-138,984,10,CDK11B
10076-101,QL-XI-92,984,10,CDK11B
10079-101,Torin1,984,10,CDK11B
10080-101,Torin2,984,10,CDK11B
10082-101,WZ-4-145,984,10,CDK11B
10083-101,WZ-7043,984,10,CDK11B
10084-101,WZ3105,984,10,CDK11B
10085-101,WZ4002,984,10,CDK11B
10086-101,XMD11-50,984,10,CDK11B
10087-101,XMD11-85h,984,10,CDK11B
10088-101,XMD13-2,984,10,CDK11B
10090-101,XMD15-27,984,10,CDK11B
10091-101,XMD16-144,984,10,CDK11B
10092-101,JWE-035,984,10,CDK11B
10093-101,XMD8-85,984,10,CDK11B
10094-101,XMD8-92,984,10,CDK11B
10095-101,ZG-10,984,10,CDK11B
10097-101,Erlotinib,984,10,CDK11B
10097-102,Erlotinib,984,10,CDK11B
10097-999,Erlotinib,984,10,CDK11B
10098-101,Gefitinib,984,10,CDK11B
10098-999,Gefitinib,984,10,CDK11B
10099-101,Nilotinib,984,10,CDK11B
10099-999,Nilotinib,984,10,CDK11B
10101-101,PD0325901,984,10,CDK11B
10103-101,Staurosporine,984,10,CDK11B
10103-999,Staurosporine,984,10,CDK11B
10104-101,RO-3306,984,10,CDK11B
10105-101,MPS-1-IN-1,984,10,CDK11B
10106-101,XMD-12,984,10,CDK11B
10114-101,Pazopanib,984,3,CDK11B
10114-102,Pazopanib,984,3,CDK11B
10114-999,Pazopanib,984,3,CDK11B
10120-102,Canertinib,984,10,CDK11B
10120-999,Canertinib,984,10,CDK11B
10123-101,SGX523,984,10,CDK11B
10123-999,SGX523,984,10,CDK11B
10125-101,PHA-665752,984,10,CDK11B
10125-999,PHA-665752,984,10,CDK11B
10126-101,PI103,984,10,CDK11B
10126-102,PI103,984,10,CDK11B
10126-999,PI103,984,10,CDK11B
10128-101,GSK 690693,984,10,CDK11B
10128-999,GSK 690693,984,10,CDK11B
10129-101,Ibrutinib,984,10,CDK11B
10130-101,Masitinib,984,10,CDK11B
10130-999,Masitinib,984,10,CDK11B
10132-101,SNS-032,984,1,CDK11B
10132-999,SNS-032,984,1,CDK11B
10133-101,Afatinib,984,10,CDK11B
10133-999,Afatinib,984,10,CDK11B
10138-101,Ruxolitinib,984,10,CDK11B
10138-105,Ruxolitinib,984,10,CDK11B
10138-999,Ruxolitinib,984,10,CDK11B
10141-101,Fedratinib,984,10,CDK11B
10141-999,Fedratinib,984,10,CDK11B
10146-101,Omipalisib,984,10,CDK11B
10147-101,Buparlisib,984,10,CDK11B
10151-101,Nintedanib,984,10,CDK11B
10151-999,Nintedanib,984,10,CDK11B
10157-101,Foretinib,984,2,CDK11B
10157-999,Foretinib,984,2,CDK11B
10159-101,Pelitinib,984,10,CDK11B
10162-101,SP600125,984,10,CDK11B
10167-101,SB 203580,984,10,CDK11B
10167-999,SB 203580,984,10,CDK11B
10168-101,VX-745,984,10,CDK11B
10168-999,VX-745,984,10,CDK11B
10169-101,Doramapimod,984,10,CDK11B
10169-999,Doramapimod,984,10,CDK11B
10171-101,TGX221,984,10,CDK11B
10172-101,GSK1059615,984,10,CDK11B
10175-101,Sunitinib,984,10,CDK11B
10175-106,Sunitinib,984,10,CDK11B
10175-999,Sunitinib,984,10,CDK11B
10177-101,Brivanib,984,10,CDK11B
10177-999,Brivanib,984,10,CDK11B
10181-101,GDC-0879,984,10,CDK11B
10181-999,GDC-0879,984,10,CDK11B
10182-101,Linifanib,984,3,CDK11B
10182-999,Linifanib,984,3,CDK11B
10183-101,BGJ398,984,10,CDK11B
10189-101,Bosutinib,984,10,CDK11B
10189-999,Bosutinib,984,10,CDK11B
10192-101,KW2449,984,10,CDK11B
10192-999,KW2449,984,10,CDK11B
10198-101,Vandetanib,984,10,CDK11B
10198-999,Vandetanib,984,10,CDK11B
10201-101,CH5424802,984,10,CDK11B
10206-101,RAF 265,984,10,CDK11B
10206-999,RAF 265,984,10,CDK11B
10208-101,JNK-IN-5A,984,10,CDK11B
10209-101,BMS-536924,984,10,CDK11B
10212-101,KIN001-021,984,10,CDK11B
10213-101,KIN001-111,984,10,CDK11B
10214-101,KIN001-123,984,10,CDK11B
10220-101,PKC412,984,10,CDK11B
10220-999,PKC412,984,10,CDK11B
10223-101,AG1478,984,10,CDK11B
10226-101,Tofacitinib,984,10,CDK11B
10226-108,Tofacitinib,984,10,CDK11B
10226-999,Tofacitinib,984,10,CDK11B
10229-101,KU63794,984,10,CDK11B
10230-101,Lestaurtinib,984,10,CDK11B
10230-999,Lestaurtinib,984,10,CDK11B
10232-101,Dactolisib,984,10,CDK11B
10233-101,Alpelisib,984,10,CDK11B
10255-101,GSK1838705A,984,10,CDK11B
10255-999,GSK1838705A,984,10,CDK11B
10284-101,Dabrafenib,984,10,CDK11B
10285-101,PHA-767491,984,10,CDK11B
10286-102,BS-181,984,10,CDK11B
10287-101,Dinaciclib,984,10,CDK11B
10341-101,HG-14-8-02,984,10,CDK11B
10342-101,HG-14-10-04,984,10,CDK11B
10350-101,(s)-CR8,984,10,CDK11B
10355-101,CGP74514A,984,10,CDK11B
10356-101,5z-7-oxozeaenol,984,10,CDK11B
10363-101,JNK-IN-8,984,10,CDK11B
10364-101,MRT67307,984,10,CDK11B
